	id	date	year	type	area	location	activity	fatalyn	species	source	time	injury	country
147	2013.10.08	08-Oct-13	2013	Unprovoked	Western Australia	Off Poison Creek, Cape Arid	Diving for Abalone	N	White shark	Fox News, 10/9/2013	morning	injury	pacific ocean
148	2013.10.05	06-Oct-13	2013	Unprovoked	California	Bunkers, Humboldt Bay, Eureka, Humboldt County	Surfing	N	White shark, 8' to 10'	R. Collier, GSAF	earlymorning	injury	atlantic ocean
149	2013.10.05	10-Oct-13	2013	Unprovoked	Florida	Destin, Okaloosa County	Wading	N	Small bull shark	Monroe County Advocate, 10/9/2013	earlyafternoon	injury	atlantic ocean
150	2013.09.14	 14-Sep-2013	2013	Unprovoked	Florida	Casino Beach, Pensacola, Escambia County	Swimming	N	Bull shark	E. Ritter, GSAF	earlyafternoon	injury	atlantic ocean
151	2013.09.12	 12-Sep-2013	2013	Unprovoked	Florida	New Smyrna Beach,  Volusia County	Surfing	N	3' shark	Orlando Sentinel, 9/7/2013	earlyafternoon	injury	atlantic ocean
152	2013.09.07.b	 07-Sep-2013	2013	Provoked	Florida	New Smyrna Beach,  Volusia County	Surfing	N	3' shark	Orlando Sentinel, 9/7/2013	afternoon	death	atlantic ocean
153	2013.09.07.a	 07-Sep-2013	2013	Unprovoked	Florida	New Smyrna Beach,  Volusia County	Standing	N	3' shark	Orlando Sentinel, 9/7/2013	afternoon	injury	atlantic ocean
154	2013.09.01.a	 01-Sep-2013	2013	Unprovoked	Florida	St Augustine Beach, St Johns County	Casting a net	N	4' shark	WTEV 47, 9/1/2013	latemorning	injury	atlantic ocean
155	2013.08.31.a	31-Aug-13	2013	Unprovoked	California	Butterfly Beach, Montecito, Santa Barbara County	Swimming	N	Salmon shark	R. Collier	night	injury	atlantic ocean
156	2013.08.17	17-Aug-13	2013	Unprovoked	California	Pillar Point, Half-Moon Bay, San Mateo County	Surfing	N	White shark	R. Collier	latemorning	injury	atlantic ocean
157	2013.08.14	 14-Aug-2013	2013	Unprovoked	Hawaii	Makenat, Maui	Snorkeling	Y	Tiger shark?	KHON2, 8/15/2013	afternoon	death	atlantic ocean
158	2013.08.11	11-Aug-13	2013	Unprovoked	South Carolina	Folly Beach	Surfing	N	Bull shark, 8'	Post and Courier, 8/11/2013	lateafternoon	injury	atlantic ocean
159	2013.08.05	 05-Aug-2013	2013	Unprovoked	Florida	Sanibel Island, Lee County	Fishing	N	Bull shark, 6' to 8'	NBC2 News, 8/5/2013	earlyafternoon	injury	atlantic ocean
160	2013.07.29.c	28-Jul-13	2013	Unprovoked	Abaco Islands	Scotland Cay	Spearfishing	N	6' shark	CBS Miami, 8/1/2013	afternoon	injury	atlantic ocean
161	2013.07.29.a	  29-Jul-2013	2013	Unprovoked	Hawaii	White Plains Beach, Oahu	Surfing	N	Tiger shark, 8' to 10' 	Hawaii News Now, 7/29/2013	earlyafternoon	injury	atlantic ocean
162	2013.07.28.b	28-Jul-13	2013	Unprovoked	Exuma Islands	Compass Cay	Cleaning fish	N	Nurse shark	Tribune 242, 7/28/2013	afternoon	death	atlantic ocean
163	2013.06.25.c	25-Jun-13	2013	Unprovoked	California	Pacific State , San Mateo County	Kayaking / Fishing	N	White shark	R. Collier	earlyafternoon	injury	atlantic ocean
164	2013.06.25.a	25-Jun-13	2013	Unprovoked	South Carolina	Kiawah Island, Charleston County	Swimming	N	4' to 5' shark	C. Creswell, GSAF	latemorning	death	atlantic ocean
165	2013.06.18	18-Jun-13	2013	Unprovoked	Hawaii	Kona Coast State Park	Swimming	N	Tiger shark, 14'	Hawaii News Now, 6/18/2013	latemorning	injury	atlantic ocean
166	2013.06.06.a	06-Jun-13	2013	Unprovoked	New South Wales	Target Beach	Surfing	N	6' shark	A. Brenneka, Shark Attack Survivors	afternoon	death	pacific ocean
167	2013.05.14	14-May-14	2013	Unprovoked	Santa Cruz Island	Playa Brava, Turtle Bay	Surfing	N	Galapagos shark	El Universo, 5/16/2013	latemorning	injury	pacific ocean
168	2013.05.08.a	08-May-13	2013	Unprovoked	Saint-Gilles	Brisant Beach	Body boarding	Y	Bull shark	A. Morel	earlymorning	death	indian ocean
169	2013.05.04.a	04-May-13	2013	Unprovoked	Florida	Melbourne Beach, Brevard County	Surfing	N	a small shark	Local News 10, 5/5/2013	morning	injury	atlantic ocean
170	2013.04.24	24-Apr-13	2013	Unprovoked	Quintana Roo	Seagull Beach, Cancun	Swimming	N	Tiger shark	I. Carchia; A. Brenneka, Shark Attack Survivors;  Novedades 4/24/2013	earlyafternoon	injury	atlantic ocean
171	2013.04.21	21-Apr-13	2013	Unprovoked	New South Wales	Crowdy Head	Fishing	N	Grey nurse shark, 3m	7NewsSydney, 4/22/2013	earlyafternoon	injury	pacific ocean
172	2013.04.17	17-Apr-13	2013	Unprovoked	Florida	Near Boynton Beach, Palm Beach County	Playing in the surf	N	3' shark	News Channel 5, 4/18/2013	morning	injury	atlantic ocean
173	2013.04.13.b	13-Apr-13	2013	Unprovoked	Florida	New Smyrna Beach, Volusia County	Surfing	N	Bull shark	News13, 4/14/2013	earlyafternoon	injury	atlantic ocean
174	2013.04.10	10-Apr-13	2013	Unprovoked	Tuamotus	North Pass, Fakarava	Kite boarding	N	Possibly a blacktip reef shark	N. Eitel	latemorning	death	pacific ocean
175	2013.04.02.a	02-Apr-13	2013	Unprovoked	Hawaii	Ka�anapali Shores	Surfing	N	4' shark	Maui Now, 4/2/2013	earlymorning	injury	atlantic ocean
176	2013.03.16.b	16-Mar-13	2013	Provoked	Western Cape Province	De Mond	Fishing - 'tag & release'	N	Raggedtooth shark, 1.5 m	National Sea Rescue Institute	morning	provoked	atlantic ocean
177	2013.03.12	12-Mar-13	2013	Unprovoked	St. Catherine	Pillikin Red Light area 	Spearfishing	Y	Tiger shark, 4.8 m	R. Turner & A. Williams, Jamaica Star, 3/13/2013 	morning	death	atlantic ocean
178	2013.03.10.b	10-Mar-13	2013	Unprovoked	Western Australia	African Reef off Geraldton	Spearfishing	N	Bronze whaler shark, 2.5m	The West Australian, 3/13/2013	morning	injury	pacific ocean
179	2013.02.27	27-Feb-13	2013	Unprovoked	North Island	Muriwai	Swimming	Y	White shark, 4m	New Zealand Herald, 2/27/2013	earlyafternoon	death	pacific ocean
180	2013.02.21.b	21-Feb-13	2013	Unprovoked	Hawaii	Ka'anapali, Honokowai, Maui	Surfing	N	reef shark?	Hawaiisharks.com	earlyevening	injury	atlantic ocean
181	2013.02.21.a	21-Feb-13	2013	Unprovoked	Hawaii	Paia Bay, Maui	Surfing	N	reef shark?	Hawaiisharks.com	earlyevening	death	atlantic ocean
182	2013.02.10	10-Feb-13	2013	Unprovoked	Florida	"""Stuart Rocks"", Martin County"	Surfing	N	Blacktip shark, 4' to 5'	Palm Beach Post, 2/12/2013	earlyafternoon	injury	atlantic ocean
183	2013.02.09	09-Feb-13	2013	Unprovoked	Society Islands	Tapu, a dive site on the outer reefs of Bora Bora	Scuba diving	N	Lemon shark	A. Brenneka, Shark Attack Survivors;   Les Nouvelles Caledoniennes, 2/21/2013	morning	injury	pacific ocean
184	2013.01.16	16-Jan-13	2013	Unprovoked	Hawaii	Kiholo Bay	Surfing	N	Tiger shark, 15'	Hawaii 24/7, 1/16/2013	afternoon	injury	atlantic ocean
185	2012.12.30	30-Dec-12	2012	Unprovoked	New South Wales	Between Dee Why and Long Reef	Surfing	N	2.5 m shark	The Daily Telegraph, 12/31/2012	latemorning	injury	pacific ocean
186	2012.12.28	28-Dec-12	2012	Unprovoked	New South Wales	Kylie's Beach, Diamond Head	Paddle boarding	N	Bull shark, 2m 	Port Macqquarie News, 12/28/2012	morning	injury	pacific ocean
187	2012.12.05	05-Dec-12	2012	Unprovoked	Hawaii	Kauai	Surfing	N	10' shark	Hawaii News Now, 11/5/2012	earlyafternoon	injury	atlantic ocean
188	2012.12.02	02-Dec-12	2012	Unprovoked	New South Wales	Green Island	Spearfishing	N	Sandtiger shark	ABC News, 12/2/2012	afternoon	injury	pacific ocean
189	2012.11.30	30-Nov-12	2012	Unprovoked	Hawaii	Kihei, Maui	Snorkeling	N	Tiger shark, 10'	KHON2, 11/30/2012	morning	injury	atlantic ocean
190	2012.11.22	22-Nov-12	2012	Unprovoked	Sinaloa	Nuevo Altata	Swimming	Y	2.5 m shark	El Universal, 11/22/2012	morning	death	atlantic ocean
191	2012.11.19	19-Nov-12	2012	Unprovoked	Florida	Melbourne Beach, Brevard County	Surfing	N	2' to 3' shark	Florida Today, 11/19/2012	lateafternoon	injury	atlantic ocean
192	2012.11.04.b	04-Nov-12	2012	Unprovoked	Hawaii	Makena Landing, Maui	Diving	N	Tiger shark, 15'	Hawaii News Now, 11/5/2012	earlymorning	injury	atlantic ocean
193	2012.11.04.a	04-Nov-12	2012	Unprovoked	Hawaii	Davidson's Surf Break, Kekaha, Kaua'i	Surfing	N	Tiger shark, 8'	Kaua'i Police Department	earlymorning	injury	atlantic ocean
194	2012.10.30	30-Oct-12	2012	Unprovoked	California	Humboldt Bay, Eureka, Humboldt County	Surfing	N	White shark	R. Collier; Redwood Times, 11/5/2012	latemorning	injury	atlantic ocean
195	2012.10.27	27-Oct-12	2012	Unprovoked	Hawaii	Makena Landing, Maui	Swimming	N	Tiger shark, 10' to 12' 	MauiNow.com, 10/28/2012	earlyafternoon	injury	atlantic ocean
196	2012.10.23	23-Oct-12	2012	Unprovoked	California	Surf Beach, Lompoc, Santa Barbara County	Surfing	Y	White shark, 15' to 16' 	R. Collier	morning	death	atlantic ocean
197	2012.10.18.a	18-Oct-12	2012	Unprovoked	Hawaii	Kanaha Beach, Maui	Paddle boarding	N	6' to 8' shark	Maui News, 10/18/2012	earlymorning	death	atlantic ocean
198	2012.10.02	02-Oct-12	2012	Unprovoked	Western Australia	Mullaloo Beach, Perth	Bodyboarding	N	2m shark	The West Australian, 10/4/2012	latemorning	death	pacific ocean
199	2012.09.25	25-Sep-12	2012	Unprovoked	Florida	Melbourne Beach, Brevard County	Surfing	N	5' shark	The Examiner, 9/26/2012	afternoon	injury	atlantic ocean
200	2012.09.02.b	02-Sep-12	2012	Unprovoked	Florida	New Smyrna Beach, Volusia County	Boogie boarding	N	3.5' to 4' shark	WYTV, 9/3/2012	earlyevening	injury	atlantic ocean
201	2012.09.02.b	02-Sep-12	2012	Provoked	Hawaii	Spreckelsville, Maui	Spearfishing	N	Tiger shark, 10' to 12' 	HawaiiNow.com	latemorning	provoked	atlantic ocean
202	2012.09.02.a	02-Sep-12	2012	Unprovoked	Florida	New Smyrna Beach, Volusia County	Swimming or boogie boarding	N	3.5' to 4' shark	WYTV, 9/3/2012	afternoon	injury	atlantic ocean
203	2012.08.11	11-Aug-12	2012	Unprovoked	Western Australia	Ocean Reef	Fishing	N	4.5 m shark	Perth Now, 8/11/2012	latemorning	injury	pacific ocean
204	2012.07.31.a	31-Jul-12	2012	Unprovoked	South Australia	Streaky Bay	Surfing	N	White shark or bronze whaler	T. Conlin, Adelaide Now, 7/31/2012	earlyafternoon	injury	pacific ocean
205	2012.07.30.a	30-Jul-12	2012	Unprovoked	Massachusetts	Ballston Beach, Truro, Cape Cod	Body surfing	N	Thought to involve a white shark	A. Costellano, ABC News, 7/31/202	earlyafternoon	death	atlantic ocean
206	2012.07.14	14-Jul-12	2012	Unprovoked	Western Australia	Off Wedge Island	Surfing	Y	White shark, 5m	WA News, 7/15/2012	morning	death	pacific ocean
207	2012.07.07.a	07-Jul-12	2012	Unprovoked	California	Pleasure Point, Santa Cruz County	Kayaking	N	14' to 18'shark	R. Collier	earlymorning	injury	atlantic ocean
208	2012.06.26.c	26-Jun-12	2012	Unprovoked	Florida	Juno Beach, Palm Beach County	Swimming	N	possibly a bull shark	WPTV.com, 6/26/2012	earlyevening	injury	atlantic ocean
209	2012.06.26.a	26-Jun-12	2012	Unprovoked	Hawaii	Kahana Beach, Maui	Sitting in the water	N	a small reef shark	Hawaii News Now, 6/26/2012	morning	injury	atlantic ocean
210	2012.06.20	20-Jun-12	2012	Unprovoked	Western Australia	Mullaloo Beach, Perth	Surf skiing 	N	3 m shark	Perth Now, 6/20/2012	earlymorning	injury	pacific ocean
211	2012.06.15	15-Jun-12	2012	Provoked	Florida	Summerland Key, Monroe County	Fishing	N	Nurse shark	WSVN-TV	earlyafternoon	death	atlantic ocean
212	2012.06.14.a	14-Jun-12	2012	Unprovoked	South Carolina	Myrtle Beach, Horry County	Swimming	N	Blacktip shark 	C. Creswell	earlyafternoon	injury	atlantic ocean
213	2012.06.03	03-Jun-12	2012	Unprovoked	New South Wales	Redhead Beach, Newcastle	Surf skiing 	N	White shark, 2 m	Newcastle Herald, 6/6/2012	earlyafternoon	injury	pacific ocean
214	2012.05.31	31-May-12	2012	Unprovoked	North Carolina	Avon, Hatteras Island, Outer Banks, Dare County	Wading	N	"18"" to 24"" shark"	C. Creswell	earlyafternoon	injury	atlantic ocean
215	2012.05.29	29-May-12	2012	Unprovoked	Guerrero	 Boca de la Le�a, La Uni�n	Free diving / spearfishing	N	Bull shark, 3m	El Sol ee Morelia, 5/30/2012	morning	amputation	atlantic ocean
216	2012.05.23	23-May-12	2012	Unprovoked	Florida	Jacksonville, Duval County	Surfing	N	4' to 5' shark	First Coast News, 5/24/2012	earlyafternoon	injury	atlantic ocean
217	2012.05.12	12-May-12	2012	Unprovoked	California	Leffingwell Landing, Cambria,  San Luis Obispo County	Kayaking / Fishing	N	White shark	R. Collier	earlyafternoon	death	atlantic ocean
218	2012.05.06	06-May-12	2012	Unprovoked	California	Off Catalina Island	Paddle boarding	N	White shark	R. Collier, A. Brenneka	earlymorning	injury	atlantic ocean
219	2012.04.19.b	19-Apr-12	2012	Unprovoked	Florida	Indialantic, Brevard County	Surfing	N	5' shark	MyFoxOrlando, 4/19/2012	earlyevening	injury	atlantic ocean
220	2012.04.19.a	19-Apr-12	2012	Unprovoked	Western Cape Province	Caves near Kogel Bay	Body boarding	Y	White shark, 4 m to 5m 	News 24, 4/19/2012	latemorning	death	atlantic ocean
221	2012.04.03	03-Apr-12	2012	Unprovoked	Hawaii	Leftovers near Chun's Reef, Oahu	Surfing	N	Tiger shark, 10'  	Hawaii News Now, 4/3/2012	latemorning	injury	atlantic ocean
222	2012.03.31	31-Mar-12	2012	Unprovoked	Western Australia	Stratham Beach	Scuba diving	Y	White shark, 4m 	Associated Press, 3/31/2012	morning	death	pacific ocean
223	2012.03.22	22-Mar-12	2012	Unprovoked	Western Australia	Kalbarri	Crayfishing	N	White shark	Sydney Morning Herald, 3/22/2012	earlymorning	injury	pacific ocean
224	2012.03.20	20-Mar-12	2012	Unprovoked	Queensland	Nobby's Beach	Surfing	N	Possibly a bull shark	Courier Mail, 3/20/2012	lateafternoon	injury	pacific ocean
225	2012.03.15	15-Mar-12	2012	Unprovoked	Florida	Jensen Beach, Martin County 	Surfing	N	Possibly a 5' to 6' bull shark	WPBF.com, 3/16/2012	earlyafternoon	injury	atlantic ocean
226	2012.03.14.b	14-Mar-12	2012	Unprovoked	Florida	New Smyrna Beach, Volusia County	Surfing	N	4' to 5' shark	C. Graham, Daytona Beach News-Journal, 3/14/2012	afternoon	death	atlantic ocean
227	2012.03.14.a	14-Mar-12	2012	Unprovoked	Florida	New Smyrna Beach, Volusia County	Surfing	N	4' to 5' shark	C. Graham, Daytona Beach News-Journal, 3/14/2012	afternoon	death	atlantic ocean
228	2012.03.06.a	06-Mar-12	2012	Provoked	Victoria	Shipwreck Cove, Melbourne Aquarium	Diving, feeding sharks	N	Tawny nurse shark, 40cm	The Age, 3/6/2012	morning	death	pacific ocean
229	2012.03.04	04-Mar-12	2012	Unprovoked	Florida	Playalinda Beach, Brevard County	Kite Surfing	N	4' shark	Brevard Times	earlyafternoon	injury	atlantic ocean
230	2012.02.26	26-Feb-12	2012	Provoked	Florida	Palm Beach Inlet, Palm Beach County	Kite Surfing	N	Spinner shark	Aspen Daily News, 2/29/2012	earlyafternoon	provoked	atlantic ocean
231	2012.02.25	25-Feb-12	2012	Unprovoked	New South Wales	Broughton Island	Fishing	N	Grey nurse shark	B. Smee, Newcastle Herald, 2/27/2012	afternoon	injury	pacific ocean
232	2012.01.27	27-Jan-12	2012	Unprovoked	Hawaii	Lanai	Snorkeling	N	6' to 8' shark	HawaiiNow.com	morning	injury	atlantic ocean
233	2012.01.18.a	18-Jan-12	2012	Unprovoked	New South Wales	Redhead Beach	Surfing	N	White shark, 2.7 m	V. Peddemors	afternoon	injury	pacific ocean
234	2012.01.15	15-Jan-12	2012	Unprovoked	Eastern Cape Province	Second Beach, Port St. Johns	Swimming	Y	Thought to involve a bull shark	News 24, 1/15/2012; R. Bonorchis, Bloomberg News, 1/16/2012	earlyafternoon	death	atlantic ocean
235	2012.01.03	03-Jan-12	2012	Unprovoked	New South Wales	North Avoca Beach	Surfing	N	2 m shark	Daily Telegraph, 1/3/2012	evening	injury	pacific ocean
236	2012.01.02	02-Jan-12	2012	Unprovoked	Queensland	Duranbah	Spearfishing	N	Allegedly a 4 m tiger shark	A. Brenneka, goldcoast.com.au, 1/3/2012	morning	injury	pacific ocean
237	2011.12.11	11-Dec-11	2011	Unprovoked	New South Wales	Angourie	Surfing	N	White shark, 2.5m	Daily Examiner, 12/11/2011	earlymorning	injury	pacific ocean
238	2011.10.22	22-Oct-11	2011	Unprovoked	Western Australia	Rottnest Island	Diving	Y	White shark, 10'	Sky News, 10/22/2011	earlyafternoon	death	pacific ocean
239	2011.10.19	19-Oct-11	2011	Unprovoked	Victoria	Elwood Beach	Diving	N	Port Jackson shark, 1m	The Age, 10/20/2011	afternoon	injury	pacific ocean
240	2011.09.30	30-Sep-11	2011	Invalid	Puerto Rico	Hatillo Beach	Surfing	N	No shark involvement	El Nuevodia, 9/30/2011	morning	injury	atlantic ocean
241	2011.09.28.a	28-Sep-11	2011	Unprovoked	Western Cape Province	Clovely Beach	Swimming	N	White shark	News 24, 9/29/2011	latemorning	injury	atlantic ocean
242	2011.09.24.b	24-Sep-11	2011	Unprovoked	Florida	Santa Maria Island, Manatee County	Spearfishing	N	Bull shark, 6'	Herald Tribune, 9/24/2011	earlyafternoon	injury	atlantic ocean
243	2011.09.16	16-Sep-11	2011	Unprovoked	Florida	New Smyrna Beach	Surfing	N	4' to 6' shark	Daytona Beach News-Journal, 9/16/2011	morning	injury	atlantic ocean
244	2011.09.04.a	04-Sep-11	2011	Unprovoked	Western Australia	 Bunker Bay	Body boarding	Y	White shark	Sunshine Coast Daily, 9/5/2011	earlyafternoon	death	pacific ocean
245	2011.09.02	02-Sep-11	2011	Unprovoked	Florida	New Smyrna Beach, Volusia County	Surfing	N	6' shark, possibly a blactip or spinner shark	WESH.com, 9/2/2011	morning	injury	atlantic ocean
246	2011.08.31	31-Aug-11	2011	Unprovoked	Florida	Crescent Beach St. Johns County	Surfing	N	6' shark	News4JAX, 9/1/2011	morning	injury	atlantic ocean
247	2011.08.28.b	28-Aug-11	2011	Invalid	Queensland	Fantome Island	Swimming	Y	Shark involvement prior to death not confirmed	Courier Pigeon, 8/30/2011	earlyevening	death	pacific ocean
248	2011.08.23	23-Aug-11	2011	Unprovoked	Western Cape Province	Lookout Beach, near the Keurbooms river mouth in Plettenberg Bay	Surfing	Y	White shark, >6'	News24, 8/23/2011	morning	death	atlantic ocean
249	2011.08.17.c.	17-Aug-11	2011	Unprovoked	North Carolina	Kure Beach, New Hanover County	Wading	N	Possibly a 5' to 6' sandtiger shark	C. Creswell	lateafternoon	injury	atlantic ocean
250	2011.08.16.c	16-Aug-11	2011	Unprovoked	Society Islands	Teahupoo, Tahiti	Surfing	N	Grey reef shark 	Sharksurvivors.com	earlyafternoon	death	pacific ocean
251	2011.08.16.a	16-Aug-11	2011	Unprovoked	Praslin	Anse Lazio 	Swimming or Snorkeling	Y	Bull shark, 6'	P. Cahalan, The Independent, 8/17/2011	afternoon	death	indian ocean
252	2011.07.22	22-Jul-11	2011	Unprovoked	Eastern Cape Province	Cintza Beach, East London	Surfing	N	White shark, 3m to 4m	Zigzag, 7/22/2011	morning	injury	atlantic ocean
253	2011.06.28	28-Jun-11	2011	Unprovoked	KwaZulu-Natal	Aliwal Shoal	Scuba diving	N	Dusky shark, 3m	Surfline.com, 6/28/2011	latemorning	injury	atlantic ocean
254	2011.06.12	12-Jun-11	2011	Unprovoked	Florida	Off Jupiter Inlet, Palm Beach County	Scuba diving	N	Blacktip shark, 4'	WPTV, 6/13/2011	earlyafternoon	injury	atlantic ocean
255	2011.06.06.a	06-Jun-11	2011	Unprovoked	Florida	New Smyrna Beach, Volusia County	Wading	N	3' to 4' shark	L. Lelis, Orlando Sentinel, 6/7/2011	latemorning	injury	atlantic ocean
256	2011.05.25	25-May-11	2011	Unprovoked	Hawaii	Lyman Beach, Kailua-Kona	Surfing	N	Tiger shark, 10'	Star Advertiser, 5/26/2011	earlyafternoon	death	atlantic ocean
257	2011.05.22	22-May-11	2011	Unprovoked	Hawaii	Lyman Beach, Kailua-Kona	Paddle boarding	N	Tiger shark	Hawaii News Now, 5/22/2011	latemorning	death	atlantic ocean
258	2011.05.21.a	21-May-11	2011	Unprovoked	North Province	Kendec	Kite Boarding	Y	 Tiger shark, 2.8m	Radio New Zealand & Les Nouvelles Caledoniennes, 5/23/2011	morning	death	pacific ocean
259	2011.04.23	23-Apr-11	2011	Unprovoked	Western Australia	Red Bluffs	Washing sand off a speared fish	N	reef shark, 1.5m	T. Peake, GSAF	earlyafternoon	injury	pacific ocean
260	2011.04.22	22-Apr-11	2011	Unprovoked	Florida	New Smyrna Beach, Volusia County	Surfing 	N	1' to 2' shark	S. Petersohn	earlyafternoon	injury	atlantic ocean
261	2011.03.23	23-Mar-11	2011	Unprovoked	New South Wales	Crowdy Head	Surfing	N	Bull shark, 2.5m	Nine News, 3/24/2011	lateafternoon	injury	pacific ocean
262	2011.03.16	16-Mar-11	2011	Unprovoked	New South Wales	Jimmys Beach, Port Stephens	Wakeboarding	N	3 m to 4 m shark	The Sydney Morning Herald, 3/17/2011	earlyafternoon	injury	pacific ocean
263	2011.02.28.R	Reported 28-Feb-2011	2011	Provoked	Queensland	Between 	Fishing	N	Bull shark, 2m	C. Eksander, GSAF	morning	death	pacific ocean
264	2011.02.17	17-Feb-11	2011	Unprovoked	South Australia	Off Perforated Island near Coffin Bay	Diving for abalone	Y	White shark x 2	T. Peake, GSAF	earlyevening	death	pacific ocean
265	2011.02.13	13-Feb-11	2011	Provoked	Queensland	Sunshine Beach	Fishing	N	1 m shark	Courier-Mail, 2/14/2011	morning	death	pacific ocean
266	2011.01.31	31-Jan-11	2011	Unprovoked	Quintana Roo	Cancun	Swimming	N	6' shark	El Diario de Yucatan, 2/1/2011	latemorning	injury	atlantic ocean
267	2011.01.26	26-Jan-11	2011	Unprovoked	West End	Tiger Beach	Scuba diving	N	Caribbean reef shark	J. Abernethy	earlyafternoon	injury	atlantic ocean
268	2011.01.20	20-Jan-11	2011	Invalid	New South Wales	Cudgen Creek 	Swimming	N	Shark involvement not confirmed	L. Brodnik, Tweed News, 1/22/2011	lateafternoon	injury	pacific ocean
269	2011.01.03	03-Jan-11	2011	Unprovoked	Western Australia	Busselton	Fishing	N	White shark	S. Gordon, Sky News, 1/4/2011	latemorning	injury	pacific ocean
270	2010.12.26	26-Dec-10	2010	Unprovoked	Hawaii	 Kahului, Maui	Body boarding	N	6' shark	J. Howard, Surfing, 12/27/2010	earlyafternoon	injury	atlantic ocean
